last_name, first_name,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,b_rbi,exit_velocity_avg,launch_angle_avg,
Mercer, Jordy,2019,33,256,271,69,44,16,0,9,57,13,21.0,4.8,.270,22,86.9,13.2,
Belt, Brandon,2019,31,526,616,123,71,32,3,17,127,83,20.6,13.5,.234,57,87.3,22.4,
Alonso, Yonder,2019,32,292,335,58,35,13,0,10,70,39,20.9,11.6,.199,37,88.1,14.1,
Smoak, Justin,2019,33,414,500,86,48,16,0,22,106,79,21.2,15.8,.208,61,90.3,16.7,
Zimmerman, Ryan,2019,35,171,190,44,29,9,0,6,39,17,20.5,8.9,.257,27,91.4,9.7,
Kershaw, Clayton,2019,31,49,65,5,4,1,0,0,16,1,24.6,1.5,.102,1,83.7,4,
Avila, Alex,2019,32,164,201,34,17,8,0,9,68,36,33.8,17.9,.207,24,91.4,9.4,
Brantley, Michael,2019,32,575,637,179,115,40,2,22,66,51,10.4,8.0,.311,90,88.9,10.7,
Castro, Jason,2019,32,237,275,55,33,9,0,13,88,33,32.0,12.0,.232,30,91.8,14.4,
Hernandez, Gorkys,2019,32,49,57,7,4,1,2,0,14,5,24.6,8.8,.143,2,80.5,11.5,
Sucre, Jesus,2019,31,62,67,13,11,2,0,0,13,4,19.4,6.0,.210,3,88,7.5,
Gurriel, Yuli,2019,35,564,612,168,95,40,2,31,65,37,10.6,6.0,.298,104,89.3,14.3,
Beckham, Gordon,2019,33,223,240,48,27,13,2,6,68,13,28.3,5.4,.215,15,86.2,14.1,
Rodriguez, Ronny,2019,27,276,294,61,32,12,3,14,82,13,27.9,4.4,.221,43,88.9,16.3,
Solarte, Yangervis,2019,32,73,78,15,9,5,0,1,16,4,20.5,5.1,.205,7,82.9,6.9,
Rojas, Miguel,2019,30,483,526,137,102,29,1,5,62,32,11.8,6.1,.284,46,87.4,9.1,
Quintana, Jose,2019,30,54,63,5,4,1,0,0,27,0,42.9,0.0,.093,3,81.4,-8.6,
Escobar, Eduardo,2019,30,636,699,171,97,29,10,35,130,50,18.6,7.2,.269,118,87.7,18.4,
Martinez, Jose,2019,31,334,373,90,65,13,2,10,82,35,22.0,9.4,.269,42,88.9,6.9,
Adrianza, Ehire,2019,30,202,236,55,39,8,3,5,40,20,16.9,8.5,.272,22,86.6,14.9,
Lagares, Juan,2019,30,258,285,55,37,12,1,5,75,22,26.3,7.7,.213,27,88.2,10.7,
Freese, David,2019,36,162,186,51,27,13,0,11,44,23,23.7,12.4,.315,29,91.5,11,
Davis, Khris,2019,32,481,533,106,72,11,0,23,146,47,27.4,8.8,.220,73,90.2,13,
Pham, Tommy,2019,31,567,654,155,99,33,2,21,123,81,18.8,12.4,.273,68,90.9,5.2,
Martinez, J.D.,2019,32,575,657,175,104,33,2,36,138,72,21.0,11.0,.304,105,91.3,12.4,
Negron, Kristopher,2019,33,77,82,19,16,1,0,2,26,5,31.7,6.1,.247,8,84.8,9.9,
Samardzija, Jeff,2019,34,50,56,6,4,2,0,0,30,0,53.6,0.0,.120,1,88.1,-5,
Reddick, Josh,2019,32,501,550,138,102,19,3,14,66,36,12.0,6.5,.275,56,86.1,15.7,
Freeman, Mike,2019,32,177,213,49,37,8,0,4,61,22,28.6,10.3,.277,24,85.6,8.9,
Dyson, Jarrod,2019,35,400,452,92,72,11,2,7,86,47,19.0,10.4,.230,27,83.9,9.6,
Murphy, Daniel,2019,34,438,478,122,73,35,1,13,74,32,15.5,6.7,.279,78,86.3,14.6,
Goldschmidt, Paul,2019,32,597,682,155,95,25,1,34,166,78,24.3,11.4,.260,97,90.1,15.4,
Gonzalez, Marwin,2019,30,425,463,112,78,19,0,15,98,31,21.2,6.7,.264,55,90.7,11,
Darvish, Yu,2019,33,56,62,5,5,0,0,0,31,2,50.0,3.2,.089,3,89.4,-2.3,
Leon, Sandy,2019,30,172,191,33,25,3,0,5,47,13,24.6,6.8,.192,19,85.3,21.5,
Altuve, Jose,2019,29,500,548,149,88,27,3,31,82,41,15.0,7.5,.298,74,87.3,9.7,
Hernandez, Cesar,2019,29,612,667,171,123,31,3,14,100,45,15.0,6.7,.279,71,86,9.5,
Segura, Jean,2019,29,576,618,161,108,37,4,12,73,30,11.8,4.9,.280,60,88.2,7.2,
Castro, Starlin,2019,29,636,676,172,115,31,4,22,111,28,16.4,4.1,.270,86,88.6,10.9,
Marte, Starling,2019,31,539,586,159,99,31,6,23,94,25,16.0,4.3,.295,82,88.6,8.2,
Bumgarner, Madison,2019,30,63,76,8,6,0,0,2,40,9,52.6,11.8,.127,4,91,15.3,
Culberson, Charlie,2019,30,135,144,35,23,5,2,5,44,6,30.6,4.2,.259,20,88.3,13.2,
d'Arnaud, Travis,2019,30,351,391,88,56,16,0,16,85,32,21.7,8.2,.251,69,90,14.6,
Descalso, Daniel,2019,33,168,194,29,21,5,1,2,57,23,29.4,11.9,.173,15,88.8,11.4,
Dietrich, Derek,2019,30,251,306,47,18,8,2,19,74,28,24.2,9.2,.187,43,87.4,20.8,
Donaldson, Josh,2019,34,549,659,142,72,33,0,37,155,100,23.5,15.2,.259,94,92.9,13.3,
Freeman, Freddie,2019,30,597,692,176,102,34,2,38,127,87,18.4,12.6,.295,121,89.8,14.3,
Grandal, Yasmani,2019,31,513,632,126,70,26,2,28,139,109,22.0,17.2,.246,77,90.7,14.3,
Heyward, Jason,2019,30,513,589,129,84,20,4,21,110,68,18.7,11.5,.251,62,88.8,11.3,
Kelly, Merrill,2019,31,52,60,1,1,0,0,0,25,2,41.7,3.3,.019,2,84.5,-8.8,
LeMahieu, DJ,2019,31,602,655,197,136,33,2,26,90,46,13.7,7.0,.327,102,91.9,6.5,
Lucroy, Jonathan,2019,33,293,328,68,49,10,1,8,51,27,15.5,8.2,.232,36,86.9,12.5,
Moreland, Mitch,2019,34,298,335,75,38,17,1,19,74,34,22.1,10.1,.252,58,90.8,10.1,
Moustakas, Mike,2019,31,523,584,133,67,30,1,35,98,53,16.8,9.1,.254,87,89.5,17.4,
Rizzo, Anthony,2019,30,512,613,150,91,29,3,27,86,71,14.0,11.6,.293,94,89,12.6,
Romine, Austin,2019,31,228,240,64,44,12,0,8,50,10,20.8,4.2,.281,35,88.5,10.9,
Sogard, Eric,2019,33,396,442,115,77,23,2,13,63,38,14.3,8.6,.290,40,85.7,19.3,
Stanton, Giancarlo,2019,30,59,72,17,11,3,0,3,24,12,33.3,16.7,.288,13,92.7,7.9,
Thames, Eric,2019,33,396,459,98,48,23,2,25,140,51,30.5,11.1,.247,61,90.7,18.6,
Vogt, Stephen,2019,35,255,280,67,31,24,2,10,66,20,23.6,7.1,.263,40,89.8,22.4,
Galvis, Freddy,2019,30,557,589,145,93,28,1,23,145,28,24.6,4.8,.260,70,88.8,14.7,
Forsythe, Logan,2019,32,317,367,72,47,17,1,7,100,44,27.2,12.0,.227,39,89.3,12.3,
Flores, Wilmer,2019,28,265,285,84,57,18,0,9,31,15,10.9,5.3,.317,37,87.4,16.4,
Puello, Cesar,2019,28,125,147,31,22,5,0,4,38,10,25.9,6.8,.248,18,86.3,-3.5,
Teheran, Julio,2019,28,55,60,6,5,1,0,0,24,0,40.0,0.0,.109,4,84.2,10.8,
Tovar, Wilfredo,2019,28,83,88,16,11,5,0,0,15,5,17.0,5.7,.193,5,86.6,6.9,
Garcia, Avisail,2019,28,489,530,138,91,25,2,20,125,31,23.6,5.8,.282,72,89.5,9.8,
Perez, Hernan,2019,28,232,246,53,34,11,0,8,66,11,26.8,4.5,.228,18,88.5,9.1,
Inciarte, Ender,2019,29,199,230,49,31,11,2,5,41,26,17.8,11.3,.246,24,83,9.7,
Ozuna, Marcell,2019,29,485,549,117,64,23,1,29,114,62,20.8,11.3,.241,89,91.8,13.5,
Villar, Jonathan,2019,28,642,714,176,114,33,5,24,176,61,24.6,8.5,.274,73,88.9,8.2,
Ortega, Rafael,2019,28,88,96,18,13,3,0,2,22,8,22.9,8.3,.205,10,86.6,13.9,
Santana, Danny,2019,29,474,511,134,77,23,6,28,151,25,29.5,4.9,.283,81,91.4,13.5,
Aguilar, Jesus,2019,29,314,369,74,50,12,0,12,81,43,22.0,11.7,.236,50,89.4,13.8,
Beckham, Tim,2019,29,304,328,72,35,21,1,15,102,21,31.1,6.4,.237,47,87.2,10.8,
Berti, Jon,2019,29,256,287,70,49,14,1,6,73,24,25.4,8.4,.273,24,86.9,5.2,
Broxton, Keon,2019,29,204,228,34,24,4,0,6,104,20,45.6,8.8,.167,16,88.1,10.3,
Crawford, Brandon,2019,32,500,560,114,77,24,2,11,117,53,20.9,9.5,.228,59,87.8,8.3,
Cron, C.J.,2019,29,458,499,116,67,24,0,25,107,29,21.4,5.8,.253,78,91.1,12.7,
DeSclafani, Anthony,2019,29,55,57,6,6,0,0,0,28,0,49.1,0.0,.109,1,89.5,-7.2,
Dickerson, Alex,2019,29,174,190,48,26,13,3,6,42,13,22.1,6.8,.276,28,89.9,15.9,
Federowicz, Tim,2019,32,75,83,12,6,2,0,4,31,5,37.3,6.0,.160,7,90.4,19.2,
Galloway, Isaac,2019,30,54,54,9,8,1,0,0,17,0,31.5,0.0,.167,1,85.6,15.2,
Gomes, Yan,2019,32,314,358,70,42,16,0,12,84,38,23.5,10.6,.223,43,87.6,17.9,
Gray, Sonny,2019,30,46,60,7,6,0,1,0,19,2,31.7,3.3,.152,3,85,-12.5,
Grossman, Robbie,2019,30,420,482,101,71,21,3,6,86,59,17.8,12.2,.240,38,87.7,12,
Harrison, Josh,2019,32,137,147,24,15,7,1,1,27,6,18.4,4.1,.175,8,86.3,19.6,
Hendricks, Kyle,2019,30,54,64,8,7,1,0,0,29,2,45.3,3.1,.148,5,86,5.4,
Herrmann, Chris,2019,32,84,94,17,13,3,0,1,29,9,30.9,9.6,.202,8,88.7,6.7,
Hicks, Aaron,2019,30,221,255,52,30,10,0,12,72,31,28.2,12.2,.235,36,89.7,13.6,
Hicks, John,2019,30,319,333,67,39,15,0,13,109,13,32.7,3.9,.210,35,87.9,16.2,
Higashioka, Kyle,2019,29,56,57,12,4,5,0,3,26,0,45.6,0.0,.214,11,89.8,17.7,
Hosmer, Eric,2019,30,619,667,164,111,29,2,22,163,40,24.4,6.0,.265,99,90.8,2.1,
Joseph, Corban,2019,31,64,68,10,6,3,0,1,12,3,17.6,4.4,.156,7,87.3,9.3,
Kipnis, Jason,2019,32,458,511,112,71,23,1,17,88,40,17.2,7.8,.245,65,88.1,14.1,
McCann, James,2019,29,439,476,120,75,26,1,18,137,30,28.8,6.3,.273,60,90.2,10.8,
Miller, Brad,2019,30,154,170,40,20,6,1,13,45,15,26.5,8.8,.260,25,92.6,17.7,
Nola, Austin,2019,30,238,267,64,41,12,1,10,63,23,23.6,8.6,.269,31,87.4,16.3,
Rendon, Anthony,2019,29,545,646,174,93,44,3,34,86,80,13.3,12.4,.319,126,90.4,19.5,
Semien, Marcus,2019,29,657,747,187,104,43,7,33,102,87,13.7,11.6,.285,92,88.9,14.9,
Shaw, Travis,2019,29,230,270,36,24,5,0,7,89,36,33.0,13.3,.157,16,89,24.9,
Shuck, JB,2019,32,47,57,10,9,0,1,0,10,8,17.5,14.0,.213,2,86.7,-0.1,
Springer, George,2019,30,479,556,140,78,20,3,39,113,67,20.3,12.1,.292,96,89.8,10.4,
Strange-Gordon, Dee,2019,31,393,421,108,87,12,6,3,61,18,14.5,4.3,.275,34,84.3,5.9,
Vazquez, Christian,2019,29,482,521,133,83,26,1,23,101,33,19.4,6.3,.276,72,89.4,13.2,
Wong, Kolten,2019,29,478,549,136,96,25,4,11,83,47,15.1,8.6,.285,59,86.1,12.7,
Gregorius, Didi,2019,29,324,344,77,45,14,2,16,53,17,15.4,4.9,.238,61,88.2,17.7,
Garcia, Leury,2019,28,577,618,161,123,27,3,8,139,21,22.5,3.4,.279,40,88.2,6.2,
Strasburg, Stephen,2019,31,72,80,12,10,1,0,1,25,3,31.3,3.8,.167,10,88,-3.9,
Vargas, Ildemaro,2019,28,201,211,54,38,9,1,6,24,9,11.4,4.3,.269,24,87.1,3.2,
Grichuk, Randal,2019,28,586,628,136,71,29,5,31,163,35,26.0,5.6,.232,80,89.3,16,
Marisnick, Jake,2019,28,292,318,68,39,16,3,10,95,17,29.9,5.3,.233,34,86.7,11.7,
Stassi, Max,2019,28,132,147,18,16,1,0,1,49,12,33.3,8.2,.136,5,89.3,12.4,
Trout, Mike,2019,28,470,600,137,63,27,2,45,120,110,20.0,18.3,.291,104,90.9,22.2,
Herrera, Odubel,2019,28,126,139,28,16,10,1,1,33,11,23.7,7.9,.222,16,88,11,
Almora Jr., Albert,2019,25,339,363,80,56,11,1,12,62,16,17.1,4.4,.236,32,86.3,8.5,
Ruiz, Rio,2019,25,370,413,86,59,13,2,12,88,40,21.3,9.7,.232,46,88.4,11.3,
Delmonico, Nicky,2019,27,63,68,13,10,2,0,1,25,4,36.8,5.9,.206,6,87,15.9,
Wolters, Tony,2019,27,359,411,94,74,17,2,1,68,36,16.5,8.8,.262,42,85.3,10.1,
Lorenzen, Michael,2019,27,48,53,10,7,2,0,1,17,5,32.1,9.4,.208,6,95.6,-1.2,
Harper, Bryce,2019,27,573,682,149,77,36,1,35,178,99,26.1,14.5,.260,114,91.9,13.7,
Perez, Roberto,2019,31,389,449,93,59,9,1,24,127,45,28.3,10.0,.239,63,90.2,5.7,
Ryu, Hyun Jin,2019,32,51,67,8,6,1,0,1,23,4,34.3,6.0,.157,3,86.9,4,
Martin, Leonys,2019,31,236,264,47,31,7,0,9,78,21,29.5,8.0,.199,19,87.3,16.9,
Abreu, Jose,2019,32,634,693,180,108,38,1,33,152,36,21.9,5.2,.284,123,92.1,10.9,
Diaz, Elias,2019,29,303,332,73,57,14,0,2,56,23,16.9,6.9,.241,28,88.1,9.2,
Narvaez, Omar,2019,27,428,482,119,85,12,0,22,92,47,19.1,9.8,.278,55,85.5,17.8,
Astudillo, Willians,2019,28,190,204,51,38,9,0,4,8,5,3.9,2.5,.268,21,85.9,15.4,
Suarez, Eugenio,2019,28,575,662,156,83,22,2,49,189,70,28.5,10.6,.271,103,89.4,17.8,
Wheeler, Zack,2019,29,57,64,12,9,2,0,1,19,2,29.7,3.1,.211,6,78.6,1.9,
Polanco, Gregory,2019,28,153,167,37,22,8,1,6,49,12,29.3,7.2,.242,17,89.4,18.4,
Santana, Domingo,2019,27,451,507,114,72,20,1,21,164,50,32.3,9.9,.253,69,89,11.3,
Gonzalez, Erik,2019,28,142,156,36,30,4,1,1,37,9,23.7,5.8,.254,6,87.4,4.5,
Urshela, Gio,2019,28,442,476,139,84,34,0,21,87,25,18.3,5.3,.314,74,90.6,13.5,
Sanchez, Yolmer,2019,27,496,555,125,99,20,4,2,117,44,21.1,7.9,.252,43,87.1,14.2,
Schoop, Jonathan,2019,28,433,464,111,64,23,1,23,116,20,25.0,4.3,.256,59,87.5,12.5,
Adams, Matt,2019,31,310,333,70,36,14,0,20,115,20,34.5,6.0,.226,56,88.6,19.6,
Altherr, Aaron,2019,28,61,66,5,2,2,0,1,25,3,37.9,4.5,.082,3,85.3,16.8,
Arenado, Nolan,2019,28,588,662,185,111,31,2,41,93,62,14.0,9.4,.315,118,89.4,17.6,
Barnhart, Tucker,2019,28,316,364,73,48,14,0,11,83,44,22.8,12.1,.231,40,86.5,11.8,
Bour, Justin,2019,31,151,170,26,13,5,0,8,52,17,30.6,10.0,.172,26,89.3,10.4,
Corbin, Patrick,2019,30,65,72,6,5,1,0,0,27,3,37.5,4.2,.092,4,81.9,-5.8,
Farmer, Kyle,2019,29,183,197,42,27,6,0,9,59,10,29.9,5.1,.230,27,85.4,17.8,
Gennett, Scooter,2019,29,133,139,30,21,7,0,2,41,2,29.5,1.4,.226,11,86.3,13.2,
Goodwin, Brian,2019,29,413,458,108,59,29,3,17,129,38,28.2,8.3,.262,47,87.6,18.4,
Hamilton, Billy,2019,29,316,353,69,53,14,2,0,87,32,24.6,9.1,.218,15,80.7,15.2,
Haniger, Mitch,2019,29,246,283,54,25,13,1,15,81,30,28.6,10.6,.220,32,88.4,18.2,
Hernandez, Enrique,2019,28,414,460,98,61,19,1,17,97,36,21.1,7.8,.237,64,88.4,19.5,
Holt, Brock,2019,31,259,295,77,58,14,2,3,57,28,19.3,9.5,.297,31,87.5,11.2,
Lamb, Jake,2019,29,187,226,36,20,8,2,6,55,32,24.3,14.2,.193,30,90.7,14.2,
Maile, Luke,2019,28,119,129,18,13,2,1,2,33,8,25.6,6.2,.151,9,84.7,13.2,
Matz, Steven,2019,28,57,61,13,12,0,0,1,17,0,27.9,0.0,.228,1,83.6,8.1,
Mikolas, Miles,2019,31,59,62,8,7,1,0,0,27,0,43.5,0.0,.136,2,81.6,5,
Muncy, Max,2019,29,487,589,122,64,22,1,35,149,90,25.3,15.3,.251,98,89.8,14.4,
Murphy, John Ryan,2019,28,63,70,11,4,3,0,4,28,6,40.0,8.6,.175,7,87.9,18.1,
Myers, Wil,2019,29,435,490,104,63,22,1,18,168,51,34.3,10.4,.239,53,90.2,12.1,
Naquin, Tyler,2019,28,274,294,79,50,19,0,10,66,14,22.4,4.8,.288,34,90.7,12.4,
Owings, Chris,2019,28,180,196,25,15,6,1,3,78,14,39.8,7.1,.139,14,86.9,8.5,
Phegley, Josh,2019,31,314,342,75,45,18,0,12,63,15,18.4,4.4,.239,62,84.1,17.4,
Piscotty, Stephen,2019,28,357,393,89,58,17,1,13,84,29,21.4,7.4,.249,44,89.2,12.5,
Pollock, AJ,2019,32,308,342,82,51,15,1,15,74,23,21.6,6.7,.266,47,90.6,13.7,
Rickard, Joey,2019,28,168,189,38,24,9,2,3,50,18,26.5,9.5,.226,10,84.8,17.2,
Seager, Kyle,2019,32,393,443,94,51,19,1,23,86,44,19.4,9.9,.239,63,89.4,18.6,
Taylor, Michael A.,2019,28,88,97,22,14,7,0,1,34,7,35.1,7.2,.250,3,91.5,8.9,
Voit, Luke,2019,28,429,510,113,70,21,1,21,142,71,27.8,13.9,.263,62,89.7,12.5,
Walker, Christian,2019,28,529,603,137,81,26,1,29,155,67,25.7,11.1,.259,73,91.1,14.8,
Zunino, Mike,2019,28,266,289,44,24,10,1,9,98,20,33.9,6.9,.165,32,88.4,19.2,
Goins, Ryan,2019,31,144,163,36,27,6,1,2,44,17,27.0,10.4,.250,10,87.4,7.8,
Carpenter, Matt,2019,34,416,492,94,57,20,2,15,129,63,26.2,12.8,.226,46,88,19,
Dickerson, Corey,2019,30,260,279,79,37,28,2,12,56,16,20.1,5.7,.304,59,87.1,16.2,
Dozier, Brian,2019,32,416,482,99,59,20,0,20,105,61,21.8,12.7,.238,50,88.5,18.9,
Garneau, Dustin,2019,32,86,101,21,13,5,0,3,22,10,21.8,9.9,.244,14,84.5,20.7,
Saladino, Tyler,2019,30,65,71,8,6,0,0,2,26,5,36.6,7.0,.123,8,88.2,4.7,
Yastrzemski, Mike,2019,29,371,411,101,55,22,3,21,107,32,26.0,7.8,.272,55,89.6,19.3,
Contreras, Willson,2019,27,360,409,98,54,18,2,24,102,38,24.9,9.3,.272,64,88.5,7.5,
Gyorko, Jedd,2019,31,92,101,16,13,1,0,2,24,9,23.8,8.9,.174,9,85.8,16.3,
Iglesias, Jose,2019,29,504,530,145,110,21,3,11,70,20,13.2,3.8,.288,59,84.2,6.9,
