last_name, first_name,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,b_rbi,exit_velocity_avg,launch_angle_avg,
Hechavarria, Adeiny,2019,30,203,221,49,27,12,1,9,48,14,21.7,6.3,.241,33,87.7,11.6,
Osuna, Jose,2019,27,261,285,69,39,20,0,10,48,18,16.8,6.3,.264,36,89.2,9.6,
Valera, Breyvic,2019,27,47,52,11,7,2,1,1,7,4,13.5,7.7,.234,6,85.9,17.2,
Austin, Tyler,2019,28,154,179,29,14,5,1,9,67,24,37.4,13.4,.188,24,91.5,14.8,
Bryant, Kris,2019,27,543,634,153,86,35,1,31,145,74,22.9,11.7,.282,77,87.5,19.1,
Canha, Mark,2019,30,410,497,112,67,16,3,26,107,67,21.5,13.5,.273,58,89.1,15.1,
Casali, Curt,2019,31,207,236,52,35,9,0,8,59,25,25.0,10.6,.251,32,87.2,19,
Castellanos, Nick,2019,27,615,664,178,90,58,3,27,143,41,21.5,6.2,.289,73,89,14,
DeShields, Delino,2019,27,357,408,89,66,15,4,4,100,38,24.5,9.3,.249,32,86.9,13.5,
Drury, Brandon,2019,27,418,447,91,54,21,1,15,113,25,25.3,5.6,.218,41,86.9,13.8,
Gamel, Ben,2019,27,311,356,77,52,18,0,7,104,40,29.2,11.2,.248,33,88.2,10.1,
Goodrum, Niko,2019,27,423,472,105,61,27,5,12,138,46,29.2,9.7,.248,45,89.3,13,
Gray, Jon,2019,28,47,59,3,3,0,0,0,22,3,37.3,5.1,.064,1,77.2,1.5,
Healy, Ryon,2019,27,169,187,40,17,16,0,7,40,13,21.4,7.0,.237,26,89.6,17,
Holaday, Bryan,2019,32,115,129,32,22,6,0,4,21,11,16.3,8.5,.278,12,88.3,10.8,
Jones, JaCoby,2019,27,298,333,70,37,19,3,11,94,27,28.2,8.1,.235,26,91.6,14,
Judge, Aaron,2019,27,378,447,103,57,18,1,27,141,64,31.5,14.3,.272,55,96,11.2,
Machado, Manny,2019,27,587,661,150,95,21,2,32,128,65,19.4,9.8,.256,85,91.2,12.9,
Moran, Colin,2019,27,466,503,129,85,30,1,13,117,30,23.3,6.0,.277,80,88.2,12.4,
Pederson, Joc,2019,27,450,514,112,57,16,3,36,111,50,21.6,9.7,.249,74,91.2,15.1,
Ray, Robbie,2019,28,55,60,4,4,0,0,0,28,0,46.7,0.0,.073,3,79.5,-13.9,
Realmuto, J.T.,2019,28,538,593,148,84,36,3,25,123,41,20.7,6.9,.275,83,90.3,14.4,
Renfroe, Hunter,2019,27,440,494,95,42,19,1,33,154,46,31.2,9.3,.216,64,89.9,19.1,
Rivera, Yadiel,2019,27,60,66,11,9,2,0,0,20,6,30.3,9.1,.183,3,89.3,1.6,
Rosario, Eddie,2019,28,562,590,155,94,28,1,32,86,22,14.6,3.7,.276,109,89.2,16.8,
Simmons, Andrelton,2019,30,398,424,105,79,19,0,7,37,24,8.7,5.7,.264,40,87.8,9.5,
Syndergaard, Noah,2019,27,65,69,6,3,1,0,2,47,3,68.1,4.3,.092,2,88.2,21.7,
Wilkerson, Stevie,2019,27,329,361,74,44,18,2,10,108,22,29.9,6.1,.225,35,86.3,11.1,
Yelich, Christian,2019,28,489,580,161,85,29,3,44,118,80,20.3,13.8,.329,97,93.2,11.3,
Merrifield, Whit,2019,30,681,735,206,139,41,10,16,126,45,17.1,6.1,.302,74,87,15.6,
Bogaerts, Xander,2019,27,614,698,190,105,52,0,33,122,76,17.5,10.9,.309,117,90.6,13.2,
Hernandez, Marco,2019,27,148,155,37,28,7,0,2,42,3,27.1,1.9,.250,11,87,6.4,
Alberto, Hanser,2019,27,524,550,160,125,21,2,12,50,16,9.1,2.9,.305,51,84.4,11.8,
Polanco, Jorge,2019,26,631,704,186,117,40,7,22,116,60,16.5,8.5,.295,79,88,18.9,
Sano, Miguel,2019,26,380,439,94,39,19,2,34,159,55,36.2,12.5,.247,79,94.4,15.9,
Herrera, Rosell,2019,27,105,119,21,13,6,0,2,27,11,22.7,9.2,.200,11,87.9,11.8,
Difo, Wilmer,2019,27,131,144,33,29,2,0,2,29,12,20.1,8.3,.252,8,83.9,10.1,
Calhoun, Kole,2019,32,552,632,128,65,29,1,33,162,70,25.6,11.1,.232,74,89.5,14.9,
deGrom, Jacob,2019,31,65,70,13,9,2,0,2,19,4,27.1,5.7,.200,6,85.3,1.2,
Duvall, Adam,2019,31,120,130,32,17,4,1,10,39,7,30.0,5.4,.267,19,91.1,25.6,
Eaton, Adam,2019,31,566,656,158,111,25,7,15,106,65,16.2,9.9,.279,49,88.9,15.3,
Garcia, Greg,2019,30,311,372,77,56,13,4,4,83,53,22.3,14.2,.248,31,85.9,4.5,
Gosselin, Phil,2019,31,65,68,17,14,3,0,0,16,3,23.5,4.4,.262,7,88.6,15.1,
Palka, Daniel,2019,28,84,93,9,7,0,0,2,35,8,37.6,8.6,.107,4,87.4,15,
Schebler, Scott,2019,29,81,95,10,6,2,0,2,27,14,28.4,14.7,.123,7,86.5,7.2,
Kiermaier, Kevin,2019,29,447,480,102,61,20,7,14,104,26,21.7,5.4,.228,55,89.2,6.9,
Knapp, Andrew,2019,28,136,160,29,18,9,0,2,51,18,31.9,11.3,.213,8,89.2,16.1,
Riddle, JT,2019,28,132,139,25,13,6,0,6,42,5,30.2,3.6,.189,12,88.9,9.9,
Wallach, Chad,2019,28,48,54,12,8,3,0,1,12,6,22.2,11.1,.250,3,89.9,13.4,
Alfaro, Jorge,2019,26,431,465,113,80,14,1,18,154,22,33.1,4.7,.262,57,90.8,4.7,
Profar, Jurickson,2019,26,459,518,100,54,24,2,20,75,48,14.5,9.3,.218,67,86.7,14,
Baez, Javier,2019,27,531,561,149,78,38,4,29,156,28,27.8,5.0,.281,85,91.1,7.8,
Cave, Jake,2019,27,198,228,51,30,11,2,8,71,21,31.1,9.2,.258,25,90.5,7.4,
Gallagher, Cam,2019,27,126,142,30,20,7,0,3,28,11,19.7,7.7,.238,12,86.3,12.8,
Hedges, Austin,2019,27,312,347,55,35,9,0,11,109,27,31.4,7.8,.176,36,86.7,21.8,
Heineman, Scott,2019,27,75,85,16,8,6,0,2,20,9,23.5,10.6,.213,7,87.4,10.7,
Kramer, Kevin,2019,26,42,50,7,6,1,0,0,17,6,34.0,12.0,.167,5,86.4,18.2,
Lindor, Francisco,2019,26,598,654,170,96,40,2,32,98,46,15.0,7.0,.284,74,91,12.2,
Odor, Rougned,2019,25,522,581,107,46,30,1,30,178,52,30.6,9.0,.205,93,91.1,17.9,
Slater, Austin,2019,27,168,192,40,23,9,3,5,59,22,30.7,11.5,.238,21,88.5,3.4,
Smith, Dwight,2019,27,357,392,86,54,16,3,13,82,26,20.9,6.6,.241,53,89.1,7.3,
Story, Trevor,2019,27,588,656,173,95,38,5,35,174,58,26.5,8.8,.294,85,91,17.5,
Swihart, Blake,2019,27,92,99,15,10,1,0,4,36,6,36.4,6.1,.163,13,85.7,12.2,
Vogelbach, Daniel,2019,27,462,558,96,49,17,0,30,149,92,26.7,16.5,.208,76,88.9,17.2,
Sanchez, Gary,2019,27,396,446,92,45,12,1,34,125,40,28.0,9.0,.232,77,91.2,19,
Cuthbert, Cheslor,2019,27,309,330,76,53,14,0,9,67,19,20.3,5.8,.246,40,88.9,14.9,
Kepler, Max,2019,26,524,596,132,64,32,0,36,99,60,16.6,10.1,.252,90,89.7,18.2,
Quinn, Roman,2019,26,108,122,23,15,3,1,4,34,12,27.9,9.8,.213,11,88.9,11.7,
Franco, Maikel,2019,27,389,428,91,57,17,0,17,61,36,14.3,8.4,.234,56,89.1,14.8,
Garcia, Robel,2019,26,72,80,15,6,2,2,5,35,7,43.8,8.8,.208,11,89.8,22.6,
Choi, Ji-Man,2019,28,410,487,107,66,20,2,19,108,64,22.2,13.1,.261,63,91.2,12.8,
Bradley Jr., Jackie,2019,29,494,567,111,59,28,3,21,155,56,27.3,9.9,.225,62,90.1,9.3,
La Stella, Tommy,2019,30,292,321,86,62,8,0,16,28,20,8.7,6.2,.295,44,88.2,13.2,
Severino, Pedro,2019,26,305,341,76,50,13,0,13,73,29,21.4,8.5,.249,44,87.6,13.2,
Nunez, Renato,2019,25,541,599,132,77,24,0,31,143,44,23.9,7.3,.244,90,89.9,19.9,
Arteaga, Humberto,2019,25,122,135,24,20,4,0,0,28,8,20.7,5.9,.197,4,84.5,9.3,
Candelario, Jeimer,2019,26,335,386,68,41,17,2,8,99,43,25.6,11.1,.203,32,88.2,15.8,
Daza, Yonathan,2019,25,97,105,20,18,1,1,0,21,7,20.0,6.7,.206,3,84.5,4.8,
Rondon, Jose,2019,25,143,157,28,22,3,0,3,38,11,24.2,7.0,.196,9,87.3,8.1,
Ahmed, Nick,2019,29,556,625,141,83,33,6,19,113,52,18.1,8.3,.254,82,87.8,7.6,
Anderson, Brian,2019,26,459,520,120,66,33,1,20,114,44,21.9,8.5,.261,66,89.9,11.1,
Barnes, Austin,2019,30,212,242,43,25,12,1,5,56,23,23.1,9.5,.203,25,87.2,16.4,
Bell, Josh,2019,27,527,613,146,69,37,3,37,118,74,19.2,12.1,.277,116,92.4,12.9,
Betts, Mookie,2019,27,597,706,176,102,40,5,29,101,97,14.3,13.7,.295,80,91,19.3,
Caratini, Victor,2019,26,244,279,65,43,11,0,11,59,29,21.1,10.4,.266,34,89.7,7,
Cron, Kevin,2019,26,71,78,15,5,4,0,6,28,4,35.9,5.1,.211,16,89.9,14.2,
Davies, Zach,2019,26,52,55,8,6,2,0,0,25,1,45.5,1.8,.154,3,82.6,15.5,
Davis, J.D.,2019,26,410,453,126,81,22,1,22,97,38,21.4,8.4,.307,57,91.5,10.6,
Fisher, Derek,2019,26,146,167,27,15,4,1,7,57,21,34.1,12.6,.185,17,92.3,9.2,
Gore, Terrance,2019,28,51,58,14,11,2,1,0,18,6,31.0,10.3,.275,1,83.5,6.5,
Martini, Nick,2019,29,93,109,21,15,4,1,1,26,14,23.9,12.8,.226,7,87.7,5.4,
Musgrove, Joe,2019,27,51,61,8,5,2,1,0,19,2,31.1,3.3,.157,3,86.8,11.3,
Nola, Aaron,2019,26,59,70,7,5,2,0,0,35,6,50.0,8.6,.119,2,86.7,1.9,
Panik, Joe,2019,29,438,491,107,79,21,2,5,47,43,9.6,8.8,.244,39,86.8,12.9,
Perez, Michael,2019,27,46,55,10,5,5,0,0,19,8,34.5,14.5,.217,2,92.5,15.5,
Skole, Matt,2019,30,72,80,15,13,2,0,0,31,7,38.8,8.8,.208,6,82,17.5,
Smith, Mallex,2019,26,510,566,116,82,19,9,6,141,42,24.9,7.4,.227,37,85.2,7.5,
Spangenberg, Cory,2019,28,95,102,22,16,2,2,2,36,6,35.3,5.9,.232,10,85.1,-0.1,
Starling, Bubba,2019,27,186,197,40,29,7,0,4,56,9,28.4,4.6,.215,12,81.8,12.1,
Tilson, Charlie,2019,27,144,157,33,27,5,0,1,38,10,24.2,6.4,.229,12,86.9,4.9,
Castro, Harold,2019,26,354,369,103,84,10,4,5,86,9,23.3,2.4,.291,38,87.2,8.5,
Arcia, Orlando,2019,25,494,546,110,78,16,1,15,109,43,20.0,7.9,.223,59,88,6.8,
Tapia, Raimel,2019,25,426,447,117,80,23,5,9,100,21,22.4,4.7,.275,44,87.6,7.5,
Aquino, Aristides,2019,25,205,225,53,26,8,0,19,60,16,26.7,7.1,.259,47,87.9,18.2,
Hernandez, Teoscar,2019,27,417,464,96,49,19,2,26,153,45,33.0,9.7,.230,65,91.2,15.3,
Peraza, Jose,2019,25,376,403,90,64,18,2,6,58,17,14.4,4.2,.239,33,84.9,17.4,
Marte, Ketel,2019,26,569,628,187,110,36,9,32,86,53,13.7,8.4,.329,92,90,11.5,
Greiner, Grayson,2019,27,208,224,42,31,5,1,5,70,13,31.3,5.8,.202,19,86.7,12.7,
Nimmo, Brandon,2019,26,199,254,44,24,11,1,8,71,46,28.0,18.1,.221,29,89.3,12.2,
Peterson, Jace,2019,29,100,108,22,16,3,1,2,24,6,22.2,5.6,.220,11,88.4,9.5,
Turner, Trea,2019,26,521,569,155,94,37,5,19,113,43,19.9,7.6,.298,57,90.4,9.9,
Smith, Kevan,2019,31,191,211,48,31,12,0,5,37,16,17.5,7.6,.251,20,89.5,5.7,
Beaty, Matt,2019,26,249,268,66,37,19,1,9,33,17,12.3,6.3,.265,46,89.4,10.2,
Blandino, Alex,2019,27,36,50,9,7,1,0,1,14,10,28.0,20.0,.250,3,90.1,12.4,
Pillar, Kevin,2019,30,611,645,158,97,37,3,21,89,18,13.8,2.8,.259,88,86.4,14.1,
Stallings, Jacob,2019,30,191,210,50,39,5,0,6,40,16,19.0,7.6,.262,13,89.2,11.3,
Travis, Sam,2019,26,144,157,31,20,4,1,6,36,11,22.9,7.0,.215,16,89.1,8,
Williamson, Mac,2019,29,128,144,20,15,1,0,4,44,14,30.6,9.7,.156,17,85.3,8.5,
Ramirez, Jose,2019,27,482,542,123,64,33,3,23,74,52,13.7,9.6,.255,83,89.2,19.8,
Bregman, Alex,2019,25,554,690,164,84,37,2,41,83,119,12.0,17.2,.296,112,89.3,19.6,
Fried, Max,2019,25,56,65,11,7,4,0,0,16,5,24.6,7.7,.196,4,86.5,-3.5,
Gallo, Joey,2019,26,241,297,61,23,15,1,22,114,52,38.4,17.5,.253,49,94.6,22.2,
Kelly, Carson,2019,25,314,365,77,40,19,0,18,79,48,21.6,13.2,.245,47,89,14.3,
Russell, Addison,2019,25,215,241,51,37,4,1,9,58,20,24.1,8.3,.237,23,86.9,9.1,
Seager, Corey,2019,25,489,541,133,69,44,1,19,98,44,18.1,8.1,.272,87,88.8,14.1,
Williams, Nick,2019,26,106,112,16,10,4,0,2,43,4,38.4,3.6,.151,5,86.7,10.9,
Winker, Jesse,2019,26,338,384,91,56,17,2,16,60,38,15.6,9.9,.269,38,89.1,7.5,
Lugo, Dawel,2019,25,273,288,67,46,11,4,6,59,8,20.5,2.8,.245,26,86.8,7.9,
Marquez, German,2019,24,48,58,11,6,4,1,0,14,0,24.1,0.0,.229,11,81.1,9.4,
Mazara, Nomar,2019,24,429,469,115,68,27,1,19,108,28,23.0,6.0,.268,66,89.1,10.4,
Murphy, Tom,2019,28,260,281,71,40,12,1,18,87,19,31.0,6.8,.273,40,90.6,18.9,
Guzman, Ronald,2019,25,256,295,56,26,20,0,10,87,32,29.5,10.8,.219,36,85.7,14.6,
Mayfield, Jack,2019,29,64,65,10,3,5,0,2,16,1,24.6,1.5,.156,5,85.6,18.9,
Plawecki, Kevin,2019,28,158,174,35,22,10,0,3,31,12,17.8,6.9,.222,17,85.6,15.3,
Mondesi, Adalberto,2019,24,415,443,109,70,20,10,9,132,19,29.8,4.3,.263,62,88.8,10,
Reyes, Franmil,2019,24,494,548,123,67,19,0,37,156,47,28.5,8.6,.249,81,93.3,9.5,
Barreto, Franklin,2019,23,57,58,7,3,2,0,2,23,1,39.7,1.7,.123,5,89,6.5,
Urena, Richard,2019,23,74,80,18,12,6,0,0,23,2,28.8,2.5,.243,4,86.7,9.8,
Robertson, Daniel,2019,25,207,237,44,32,9,1,2,59,24,24.9,10.1,.213,19,87.7,5.8,
Lopes, Tim,2019,25,111,128,30,22,7,0,1,29,15,22.7,11.7,.270,12,85,8.7,
Martin, Richie,2019,25,283,309,59,42,8,3,6,83,14,26.9,4.5,.208,23,83.2,9.4,
Swanson, Dansby,2019,25,483,545,121,75,26,3,17,124,51,22.8,9.4,.251,65,89.9,14.4,
Newman, Kevin,2019,26,493,531,152,114,20,6,12,62,28,11.7,5.3,.308,64,85.3,8.5,
Taylor, Chris,2019,29,366,414,96,51,29,4,12,115,37,27.8,8.9,.262,52,86.1,13.8,
Correa, Carlos,2019,25,280,321,78,40,16,1,21,75,35,23.4,10.9,.279,59,89,12.6,
Eflin, Zach,2019,25,50,52,8,7,1,0,0,27,0,51.9,0.0,.160,2,81.9,15.1,
Buehler, Walker,2019,25,59,66,5,4,0,0,1,33,4,50.0,6.1,.085,2,88.1,-6.3,
Dahl, David,2019,25,374,413,113,65,28,5,15,110,28,26.6,6.8,.302,61,88.7,11.2,
Phillips, Brett,2019,25,65,79,9,5,2,0,2,23,10,29.1,12.7,.138,6,87.6,14,
Buxton, Byron,2019,26,271,295,71,27,30,4,10,68,19,23.1,6.4,.262,46,90.1,20.4,
Brinson, Lewis,2019,25,226,248,39,29,9,1,0,74,13,29.8,5.2,.173,15,87,10,
Duggar, Steven,2019,26,261,281,61,43,12,2,4,78,16,27.8,5.7,.234,28,85.7,9,
Rios, Edwin,2019,25,47,56,13,6,2,1,4,21,9,37.5,16.1,.277,8,95,5.4,
Stewart, DJ,2019,26,126,142,30,20,6,0,4,26,14,18.3,9.9,.238,15,87.9,12.9,
Nido, Tomas,2019,25,136,144,26,17,5,0,4,37,7,25.7,4.9,.191,14,87.3,7.1,
Stewart, Christin,2019,26,369,416,86,50,25,1,10,103,34,24.8,8.2,.233,40,86.9,19.1,
Bemboom, Anthony,2019,29,54,56,7,5,1,0,1,21,1,37.5,1.8,.130,4,83.7,22.7,
Wendle, Joey,2019,29,238,263,55,37,13,2,3,47,14,17.9,5.3,.231,19,87.4,11.6,
Olson, Matt,2019,25,483,547,129,67,26,0,36,138,51,25.2,9.3,.267,91,92.7,19,
Dean, Austin,2019,26,178,189,40,20,14,0,6,47,9,24.9,4.8,.225,21,88.7,9.4,
Duffy, Matt,2019,28,147,169,37,28,8,0,1,29,19,17.2,11.2,.252,12,87,5.5,
Munoz, Yairo,2019,24,172,181,46,36,7,1,2,37,7,20.4,3.9,.267,13,84.7,6.2,
Castillo, Luis,2019,27,62,66,6,5,1,0,0,32,0,48.5,0.0,.097,0,79.8,14.4,
Margot, Manuel,2019,25,398,441,93,59,19,3,12,88,38,20.0,8.6,.234,37,87.7,14.2,
Reyes, Pablo,2019,26,143,157,29,18,7,2,2,36,13,22.9,8.3,.203,19,88.2,12.2,
Camargo, Johan,2019,26,232,248,54,34,12,1,7,43,15,17.3,6.0,.233,32,86.9,11.1,
Reyes, Victor,2019,25,276,292,84,60,16,5,3,64,14,21.9,4.8,.304,25,87.6,9.2,
Bishop, Braden,2019,26,56,60,6,6,0,0,0,21,3,35.0,5.0,.107,4,83.1,13,
Bote, David,2019,26,303,356,78,50,17,0,11,93,44,26.1,12.4,.257,41,89.7,7.7,
Ramirez, Harold,2019,25,421,446,116,82,20,3,11,91,18,20.4,4.0,.276,50,88.9,3.8,
Santander, Anthony,2019,25,380,405,99,58,20,1,20,86,19,21.2,4.7,.261,59,89.9,15.3,
Alonso, Pete,2019,25,597,693,155,70,30,2,53,183,72,26.4,10.4,.260,120,90.7,14.8,
Arroyo, Christian,2019,24,50,57,11,7,2,0,2,18,5,31.6,8.8,.220,7,84.4,5.3,
Biggio, Cavan,2019,24,354,430,83,48,17,2,16,123,71,28.6,16.5,.234,48,88.9,20.1,
Conforto, Michael,2019,26,549,648,141,78,29,1,33,149,84,23.0,13.0,.257,92,89.2,16,
Frazier, Adam,2019,28,554,608,154,104,33,7,10,75,40,12.3,6.6,.278,50,87.2,13,
Trevino, Jose,2019,27,120,126,31,20,9,0,2,27,3,21.4,2.4,.258,13,86.8,8.3,
McGuire, Reese,2019,24,97,105,29,17,7,0,5,18,7,17.1,6.7,.299,11,86.7,13.1,
Puig, Yasiel,2019,29,555,611,148,92,30,2,24,133,44,21.8,7.2,.267,84,90,13.8,
Soler, Jorge,2019,27,589,679,156,74,33,1,48,178,73,26.2,10.8,.265,117,92.6,15.5,
Maeda, Kenta,2019,31,48,61,12,10,2,0,0,13,0,21.3,0.0,.250,6,82.8,7.8,
Heredia, Guillermo,2019,28,204,231,46,28,13,0,5,60,18,26.0,7.8,.225,20,86.6,12.9,
Kang, Jung Ho,2019,32,172,185,29,11,7,1,10,60,11,32.4,5.9,.169,24,92.2,13.7,
Ervin, Phillip,2019,27,236,260,64,39,11,7,7,63,18,24.2,6.9,.271,23,85.1,14.4,
Frazier, Clint,2019,25,225,246,60,34,14,0,12,70,16,28.5,6.5,.267,38,88.5,15.4,
Meadows, Austin,2019,24,530,591,154,85,29,7,33,131,54,22.2,9.1,.291,89,90.4,16.7,
Mercado, Oscar,2019,25,438,482,118,75,25,3,15,84,28,17.4,5.8,.269,54,88,14.7,
Pinder, Chad,2019,27,341,370,82,48,21,0,13,88,20,23.8,5.4,.240,47,90.9,8.5,
Anderson, Tim,2019,26,498,518,167,117,32,0,18,109,15,21.0,2.9,.335,56,88.3,8.7,
Bauers, Jake,2019,24,372,423,84,55,16,1,12,115,45,27.2,10.6,.226,43,88.1,15,
Bellinger, Cody,2019,24,558,661,170,86,34,3,47,108,95,16.3,14.4,.305,115,91.1,18.2,
Calhoun, Willie,2019,25,309,337,83,47,14,1,21,53,23,15.7,6.8,.269,48,89.7,17.6,
Collins, Zack,2019,24,86,102,16,9,3,1,3,39,14,38.2,13.7,.186,12,90.7,15.3,
Cordell, Ryan,2019,27,217,247,48,33,8,0,7,69,19,27.9,7.7,.221,24,88.9,19.5,
Crawford, J.P.,2019,24,345,396,78,46,21,4,7,83,43,21.0,10.9,.226,46,85,12.3,
Davis, Jonathan,2019,27,83,95,15,12,1,0,2,24,5,25.3,5.3,.181,6,84.6,12.5,
Demeritte, Travis,2019,25,169,186,38,26,7,2,3,63,14,33.9,7.5,.225,10,91.2,16.1,
Dixon, Brandon,2019,27,391,420,97,58,20,4,15,136,21,32.4,5.0,.248,52,89.5,16.9,
Dozier, Hunter,2019,28,523,586,146,81,29,10,26,148,55,25.3,9.4,.279,84,91.1,16.7,
Engel, Adam,2019,28,227,248,55,37,10,2,6,78,14,31.5,5.6,.242,26,86.4,11.1,
Garver, Mitch,2019,28,311,359,85,37,16,1,31,87,41,24.2,11.4,.273,67,91.1,15.3,
Guillorme, Luis,2019,25,61,70,15,10,4,0,1,14,7,20.0,10.0,.246,3,87,16.8,
Hampson, Garrett,2019,25,299,327,74,53,9,4,8,88,24,26.9,7.3,.247,27,85.8,13.3,
Hudson, Dakota,2019,25,51,59,4,4,0,0,0,24,0,40.7,0.0,.078,2,83.5,-10.9,
Lewis, Kyle,2019,24,71,75,19,8,5,0,6,29,3,38.7,4.0,.268,13,90.3,10.4,
Locastro, Tim,2019,27,212,250,53,38,12,2,1,44,14,17.6,5.6,.250,17,84.4,13.6,
Mancini, Trey,2019,27,602,679,175,100,38,2,35,143,63,21.1,9.3,.291,97,90.3,7.8,
McKinney, Billy,2019,25,251,276,54,27,14,1,12,73,19,26.4,6.9,.215,28,86.7,15.2,
McMahon, Ryan,2019,25,480,539,120,73,22,1,24,160,56,29.7,10.4,.250,83,91.9,8.9,
Neuse, Sheldon,2019,25,56,61,14,11,3,0,0,19,4,31.1,6.6,.250,7,90.9,8.4,
O'Neill, Tyler,2019,24,141,151,37,26,6,0,5,53,10,35.1,6.6,.262,16,89.1,19.3,
Sisco, Chance,2019,24,167,198,35,20,7,0,8,61,22,30.8,11.1,.210,20,89.5,16.4,
Smith, Dominic,2019,24,177,197,50,29,10,0,11,44,19,22.3,9.6,.282,25,88.3,15.1,
Tellez, Rowdy,2019,24,370,409,84,44,19,0,21,116,29,28.4,7.1,.227,54,90.7,14,
Thaiss, Matt,2019,24,147,164,31,16,7,0,8,52,17,31.7,10.4,.211,23,89.1,15.9,
Valaika, Pat,2019,27,79,86,15,8,5,1,1,34,7,39.5,8.1,.190,4,88.8,20,
VanMeter, Josh,2019,24,228,260,54,32,13,1,8,56,29,21.5,11.2,.237,23,90,16.5,
Wade, Tyler,2019,25,94,108,23,17,3,1,2,28,11,25.9,10.2,.245,11,86.9,12.8,
Mejia, Francisco,2019,24,226,244,60,39,11,2,8,56,13,23.0,5.3,.265,22,88.4,19.7,
Rosario, Amed,2019,24,616,655,177,125,30,7,15,124,31,18.9,4.7,.287,72,89.4,8.9,
Adames, Willy,2019,24,531,584,135,89,25,1,20,153,46,26.2,7.9,.254,52,88.5,10.8,
Gutierrez, Kelvin,2019,25,73,79,19,15,2,1,1,24,5,30.4,6.3,.260,11,90.1,-1.8,
Estrada, Thairo,2019,23,64,69,16,10,3,0,3,15,3,21.7,4.3,.250,12,88.6,7.3,
Wynns, Austin,2019,29,70,74,15,13,1,0,1,14,3,18.9,4.1,.214,5,87,6.2,
Benintendi, Andrew,2019,25,541,615,144,86,40,5,13,140,59,22.8,9.6,.266,68,89.1,17.3,
Brault, Steven,2019,27,42,50,14,12,1,0,1,8,1,16.0,2.0,.333,2,85.1,5.9,
Cooper, Garrett,2019,29,381,421,107,75,16,1,15,110,33,26.1,7.8,.281,50,89.1,4.5,
Dubon, Mauricio,2019,25,106,111,29,20,5,0,4,20,5,18.0,4.5,.274,9,84.8,9.5,
Jansen, Danny,2019,24,347,384,72,46,12,1,13,79,31,20.6,8.1,.207,43,88.9,16.3,
Kemp, Tony,2019,28,245,279,52,31,9,4,8,47,23,16.8,8.2,.212,29,86.2,14.6,
Kiner-Falefa, Isiah,2019,24,202,222,48,34,12,1,1,49,14,22.1,6.3,.238,21,87.2,6.8,
Long Jr., Shed,2019,24,152,168,40,22,12,1,5,40,16,23.8,9.5,.263,15,87.6,10.6,
McBroom, Ryan,2019,27,75,83,22,17,5,0,0,25,7,30.1,8.4,.293,6,84.9,7.3,
McNeil, Jeff,2019,27,510,567,162,100,38,1,23,75,35,13.2,6.2,.318,75,89,13.8,
Tauchman, Mike,2019,29,260,296,72,40,18,1,13,71,34,24.0,11.5,.277,47,88.7,11.3,
White, Tyler,2019,29,240,279,50,33,14,0,3,78,36,28.0,12.9,.208,23,86,12.4,
Chang, Yu,2019,24,73,84,13,9,2,1,1,22,11,26.2,13.1,.178,6,87.9,9.9,
Alcantara, Sandy,2019,24,58,63,5,4,1,0,0,46,1,73.0,1.6,.086,4,84.1,-8.8,
Albies, Ozzie,2019,22,640,702,189,114,43,8,24,112,54,16.0,7.7,.295,86,88.9,15.6,
Robles, Victor,2019,22,546,617,139,86,33,3,17,140,35,22.7,5.7,.255,65,83.3,16.7,
Ford, Mike,2019,27,143,163,37,18,7,0,12,28,17,17.2,10.4,.259,25,91.9,15.6,
Devers, Rafael,2019,23,647,702,201,111,54,4,32,119,48,17.0,6.8,.311,115,92.5,10.6,
Naylor, Josh,2019,22,253,279,63,40,15,0,8,64,25,22.9,9.0,.249,32,89.6,4.5,
Soroka, Mike,2019,22,52,63,4,4,0,0,0,22,2,34.9,3.2,.077,3,79.1,-8,
Toro, Abraham,2019,23,78,89,17,10,3,2,2,19,9,21.3,10.1,.218,9,86.9,7.5,
Diaz, Aledmys,2019,29,210,247,57,35,12,1,9,28,26,11.3,10.5,.271,40,88.3,12.1,
Urias, Luis,2019,22,215,249,48,35,8,1,4,56,25,22.5,10.0,.223,24,87.3,10.1,
Arraez, Luis,2019,22,326,366,109,84,20,1,4,29,36,7.9,9.8,.334,28,87.1,11.5,
Jimenez, Eloy,2019,23,468,504,125,74,18,2,31,134,30,26.6,6.0,.267,79,91.2,9.3,
Torres, Gleyber,2019,23,546,604,152,88,26,0,38,129,48,21.4,7.9,.278,90,89.1,17.7,
Castro, Willi,2019,22,100,110,23,15,6,1,1,34,6,30.9,5.5,.230,8,84.7,18.1,
Diaz, Yandy,2019,28,307,347,82,47,20,1,14,61,35,17.6,10.1,.267,38,91.7,5.7,
Viloria, Meibrys,2019,22,133,148,28,20,7,0,1,44,10,29.7,6.8,.211,15,87.5,4.9,
Rengifo, Luis,2019,22,357,406,85,57,18,3,7,93,40,22.9,9.9,.238,33,87.1,9.3,
Allen, Greg,2019,26,231,256,53,37,9,3,4,53,11,20.7,4.3,.229,27,87.4,9.4,
Chapman, Matt,2019,26,583,670,145,70,36,3,36,147,73,21.9,10.9,.249,91,92.7,16.4,
